STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,,REF_AREA,,SECTOR,,COUNTERPART_SECTOR,,TRANSACTION,,INSTR_ASSET,,ACTIVITY,,EXPENDITURE,,UNIT_MEASURE,,PRICE_BASE,,TRANSFORMATION,,TABLE_IDENTIFIER,,TIME_PERIOD,,OBS_VALUE,,REF_YEAR_PRICE,,CONF_STATUS,,DECIMALS,,OBS_STATUS,,UNIT_MULT,,CURRENCY,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,FIN,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,1994,,18445.497151,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,DEU,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,1994,,22968.940582,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,JPN,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,1994,,22834.751706,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,CHE,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,1994,,30060.312996,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,GBR,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,1994,,19713.945999,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,AUT,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,1995,,23588.454208,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,DNK,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2012,,44761.579789,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,EST,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2012,,26192.961132,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,FIN,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2012,,40738.873438,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,GRC,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2012,,24582.984292,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,ITA,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2012,,36281.118449,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,JPN,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2012,,37628.675989,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,KOR,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2012,,35061.450514,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,ESP,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2012,,31885.975798,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,GBR,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2012,,38336.604981,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,AUT,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2013,,47534.358331,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,CAN,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2013,,44300.991977,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,CHL,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2013,,22295.740021,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,COL,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2013,,13266.002148,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,CRI,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2013,,15542.368395,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,CZE,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2013,,31048.122456,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,DNK,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2013,,46883.131074,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,EST,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2013,,27784.711585,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,FIN,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2013,,41325.582876,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,GRC,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2013,,25730.8709,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,HUN,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2013,,24591.637972,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,ITA,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2013,,36459.286713,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,JPN,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2013,,39436.682585,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,KOR,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2013,,35844.149337,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,ESP,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2013,,32629.838139,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,GBR,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2013,,39947.538393,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,AUT,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2014,,48369.190925,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,CAN,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2014,,45758.133114,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,CHL,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2014,,22650.712398,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,CRI,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2014,,16615.974075,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,CZE,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2014,,32810.686828,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,DNK,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2014,,47880.687634,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,EST,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2014,,29375.58987,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,FIN,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2014,,41539.598953,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,GRC,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2014,,26450.27745,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,HUN,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2014,,25796.210176,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,ITA,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2014,,36665.709207,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,JPN,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2014,,39559.763471,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,KOR,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2014,,37031.923567,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,ESP,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2014,,33781.105344,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,GBR,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2014,,41266.848849,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,COL,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2015,,13762.750912,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,CRI,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2015,,17649.314854,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,AUT,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2016,,52379.036736,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,CAN,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2016,,46470.675161,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,CHL,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2016,,23384.612377,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,COL,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2016,,14514.224389,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,CRI,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2016,,19119.336147,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,CZE,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2016,,36627.605125,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,DNK,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2016,,51814.23663,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,CRI,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2000,,8247.745652,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,CZE,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2000,,16301.075671,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,DNK,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2000,,28647.73461,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,EST,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2000,,9393.477099,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,FIN,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2000,,26777.165581,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,DEU,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2000,,27722.217356,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,GRC,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2000,,18815.852473,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,HUN,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2000,,11869.131611,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,ITA,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2000,,27146.333999,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,JPN,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2000,,27289.851934,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,KOR,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2000,,19224.468681,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,ESP,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2000,,21584.772164,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,GBR,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2000,,26532.76937,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,AUT,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2001,,29556.388515,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,CAN,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2001,,30231.050835,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,CHL,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2001,,9845.971079,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,CRI,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2001,,8544.268172,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,CZE,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2001,,17698.19292,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,DNK,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2001,,29470.359911,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,EST,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2001,,10276.061311,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,FIN,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2001,,27801.063317,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,DEU,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2001,,28970.221553,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,GRC,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2001,,20306.052873,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,HUN,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2001,,13224.136501,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,ITA,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2001,,28135.665094,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,JPN,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2001,,27946.083138,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,KOR,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2001,,20441.523562,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,ESP,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2001,,23002.314513,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,GBR,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2001,,27918.679367,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,AUT,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2002,,30951.533586,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,CAN,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2002,,30964.090895,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,CHL,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2002,,10205.704206,,,,F,,1,,A,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_HCPC(2.0),,I,A,,CRI,,S1,,S1,,B1GQ_POP,,_Z,,_Z,,_Z,,USD_PPP_PS,,V,,N,,T0102,,2002,,8816.949795,,,,F,,1,,A,,0,,_Z,
